rule_index,name,description,rule,severity,mitre_attack_id,annotations,cluster,keywords
e483,Suspicious Print Spooler Point and Print DLL,"Detects attempts to exploit a privilege escalation vulnerability (CVE-2020-1030) related to the print spooler service.
Exploitation involves chaining multiple primitives to load an arbitrary DLL into the print spooler process running as
SYSTEM.
","sequence by host.id with maxspan=30s
[registry where
 registry.path : ""HKLM\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Print\\Printers\\*\\SpoolDirectory"" and
 registry.data.strings : ""C:\\Windows\\System32\\spool\\drivers\\x64\\4""]
[registry where
 registry.path : ""HKLM\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Print\\Printers\\*\\CopyFiles\\Payload\\Module"" and
 registry.data.strings : ""C:\\Windows\\System32\\spool\\drivers\\x64\\4\\*""]
",high,['T1068'],"{'dll', 'cve-2020-1030'}",,"['vulnerability', 'exploit', 'spooler', 'dll', 'cve']"
e484,Suspicious PrintSpooler Service Executable File Creation,"Detects attempts to exploit privilege escalation vulnerabilities related to the Print Spooler service. For more
information refer to the following CVE's - CVE-2020-1048, CVE-2020-1337 and CVE-2020-1300 and verify that the impacted
system is patched.
","file where event.type != ""deletion"" and process.name : ""spoolsv.exe"" and
  file.extension : (""exe"", ""dll"") and
  not file.path : (""?:\\Windows\\System32\\spool\\*"", ""?:\\Windows\\Temp\\*"", ""?:\\Users\\*"")
",high,['T1068'],{'cve-2020-1048'},,"['spooler', 'vulnerabilities', 'cve', 'print', 'exploit']"
e485,Suspicious Print Spooler File Deletion,"Detects deletion of print driver files by an unusual process. This may indicate a clean up attempt post successful
privilege escalation via Print Spooler service related vulnerabilities.
","file where event.type : ""deletion"" and
 not process.name : (""spoolsv.exe"", ""dllhost.exe"", ""explorer.exe"") and
 file.path : ""?:\\Windows\\System32\\spool\\drivers\\x64\\3\\*.dll""
",medium,['T1068'],"{'driver', 'privilege', 'cve-2021-34527'}",,"['print', 'driver', 'spooler', 'deletion', 'privilege']"
e486,Suspicious Print Spooler SPL File Created,"Detects attempts to exploit privilege escalation vulnerabilities related to the Print Spooler service including
CVE-2020-1048 and CVE-2020-1337.
","file where event.type != ""deletion"" and
  file.extension : ""spl"" and
  file.path : ""?:\\Windows\\System32\\spool\\PRINTERS\\*"" and
  not process.name : (""spoolsv.exe"",
                      ""printfilterpipelinesvc.exe"",
                      ""PrintIsolationHost.exe"",
                      ""splwow64.exe"",
                      ""msiexec.exe"",
                      ""poqexec.exe"")
",high,['T1068'],"{'stop', 'cve-2020-1337'}",,"['spooler', 'vulnerabilities', 'exploit', 'cve', 'print']"
e487,Privilege Escalation via Windir Environment Variable,"Identifies a privilege escalation attempt via a rogue Windows directory (Windir) environment variable. This is a known
primitive that is often combined with other vulnerabilities to elevate privileges.
","registry where registry.path : (""HKEY_USERS\\*\\Environment\\windir"", ""HKEY_USERS\\*\\Environment\\systemroot"") and
 not registry.data.strings : (""C:\\windows"", ""%SystemRoot%"")
",high,['T1574'],"{'interception', 'rogue', 'privilege'}",,"['windir', 'vulnerabilities', 'privileges', 'windows', 'privilege']"
e488,Potential Privileged Escalation via SamAccountName Spoofing,"Identifies a suspicious computer account name rename event, which may indicate an attempt to exploit CVE-2021-42278 to
elevate privileges from a standard domain user to a user with domain admin privileges. CVE-2021-42278 is a security
vulnerability that allows potential attackers to impersonate a domain controller via samAccountName attribute spoofing.
","iam where event.action == ""renamed-user-account"" and
  /* machine account name renamed to user like account name */
  winlog.event_data.OldTargetUserName : ""*$"" and not winlog.event_data.NewTargetUserName : ""*$""
",high,"['T1098', 'T1078']","{'winlog', 'cve-2021-42278'}",,"['cve', 'vulnerability', 'samaccountname', 'exploit', 'rename']"
e489,Remote Computer Account DnsHostName Update,"Identifies the remote update to a computer account's DnsHostName attribute. If the new value set is a valid domain
controller DNS hostname and the subject computer name is not a domain controller, then it's highly likely a preparation
step to exploit CVE-2022-26923 in an attempt to elevate privileges from a standard domain user to domain admin privileges.
","sequence by host.id with maxspan=5m

  [authentication where event.action == ""logged-in"" and
   winlog.logon.type == ""Network"" and event.outcome == ""success"" and
   not user.name == ""ANONYMOUS LOGON"" and not winlog.event_data.SubjectUserName : ""*$"" and
   not user.domain == ""NT AUTHORITY"" and source.ip != ""127.0.0.1"" and source.ip !=""::1""] by winlog.event_data.TargetLogonId

  [iam where event.action == ""changed-computer-account"" and

   /* if DnsHostName value equal a DC DNS hostname then it's highly suspicious */
    winlog.event_data.DnsHostName : ""??*""] by winlog.event_data.SubjectLogonId
",high,"['T1078', 'T1068']","{'dns', 'winlog', 'cve-2022-26923'}",,"['cve', 'dnshostname', 'hostname', 'domain', 'dns']"
e490,UAC Bypass Attempt with IEditionUpgradeManager Elevated COM Interface,"Identifies attempts to bypass User Account Control (UAC) by abusing an elevated COM Interface to launch a rogue Windows
ClipUp program. Attackers may attempt to bypass UAC to stealthily execute code with elevated permissions.
","process where event.type == ""start"" and process.name : ""Clipup.exe"" and
  not process.executable : ""C:\\Windows\\System32\\ClipUp.exe"" and process.parent.name : ""dllhost.exe"" and
  /* CLSID of the Elevated COM Interface IEditionUpgradeManager */
  process.parent.args : ""/Processid:{BD54C901-076B-434E-B6C7-17C531F4AB41}""
",high,['T1548'],"{'uac', 'permission', 'rogue', 'uacme'}",278.0,"['uac', 'abusing', 'permissions', 'clipup', 'attackers']"
e491,UAC Bypass Attempt via Elevated COM Internet Explorer Add-On Installer,"Identifies User Account Control (UAC) bypass attempts by abusing an elevated COM Interface to launch a malicious
program. Attackers may attempt to bypass UAC to stealthily execute code with elevated permissions.
","process where event.type == ""start"" and
 process.executable : ""C:\\*\\AppData\\*\\Temp\\IDC*.tmp\\*.exe"" and
 process.parent.name : ""ieinstal.exe"" and process.parent.args : ""-Embedding""

 /* uncomment once in winlogbeat */
 /* and not (process.code_signature.subject_name == ""Microsoft Corporation"" and process.code_signature.trusted == true) */
",medium,['T1548'],"{'uac', 'permission'}",278.0,"['uac', 'abusing', 'permissions', 'attackers', 'malicious']"
e492,UAC Bypass via ICMLuaUtil Elevated COM Interface,"Identifies User Account Control (UAC) bypass attempts via the ICMLuaUtil Elevated COM interface. Attackers may attempt
to bypass UAC to stealthily execute code with elevated permissions.
","process where event.type == ""start"" and
 process.parent.name == ""dllhost.exe"" and
 process.parent.args in (""/Processid:{3E5FC7F9-9A51-4367-9063-A120244FBEC7}"", ""/Processid:{D2E7041B-2927-42FB-8E9F-7CE93B6DC937}"") and
 process.pe.original_file_name != ""WerFault.exe""
",high,['T1548'],"{'uac', 'permission'}",278.0,"['uac', 'permissions', 'attackers', 'icmluautil', 'elevated']"
e493,UAC Bypass via DiskCleanup Scheduled Task Hijack,"Identifies User Account Control (UAC) bypass via hijacking DiskCleanup Scheduled Task. Attackers bypass UAC to
stealthily execute code with elevated permissions.
","process where event.type == ""start"" and
 process.args : ""/autoclean"" and process.args : ""/d"" and
 not process.executable : (""C:\\Windows\\System32\\cleanmgr.exe"",
                           ""C:\\Windows\\SysWOW64\\cleanmgr.exe"",
                           ""C:\\Windows\\System32\\taskhostw.exe"")
",medium,['T1548'],"{'uac', 'permission'}",278.0,"['diskcleanup', 'uac', 'permissions', 'attackers', 'control']"
e494,UAC Bypass Attempt via Privileged IFileOperation COM Interface,"Identifies attempts to bypass User Account Control (UAC) via DLL side-loading. Attackers may attempt to bypass UAC to
stealthily execute code with elevated permissions.
","file where event.type : ""change"" and process.name : ""dllhost.exe"" and
  /* Known modules names side loaded into process running with high or system integrity level for UAC Bypass, update here for new modules */
  file.name : (""wow64log.dll"", ""comctl32.dll"", ""DismCore.dll"", ""OskSupport.dll"", ""duser.dll"", ""Accessibility.ni.dll"") and
  /* has no impact on rule logic just to avoid OS install related FPs */
  not file.path : (""C:\\Windows\\SoftwareDistribution\\*"", ""C:\\Windows\\WinSxS\\*"")
",high,['T1548'],"{'dll', 'permission', 'uacme', 'uac'}",278.0,"['dll', 'uac', 'permissions', 'attackers', 'bypass']"
e495,Bypass UAC via Event Viewer,"Identifies User Account Control (UAC) bypass via eventvwr.exe. Attackers bypass UAC to stealthily execute code with
elevated permissions.
","process where event.type == ""start"" and
  process.parent.name : ""eventvwr.exe"" and
  not process.executable :
            (""?:\\Windows\\SysWOW64\\mmc.exe"",
             ""?:\\Windows\\System32\\mmc.exe"",
             ""?:\\Windows\\SysWOW64\\WerFault.exe"",
             ""?:\\Windows\\System32\\WerFault.exe"")
",high,['T1548'],"{'uac', 'permission', 'stop', 'page'}",278.0,"['eventvwr', 'uac', 'permissions', 'attackers', 'elevated']"
e496,UAC Bypass Attempt via Windows Directory Masquerading,"Identifies an attempt to bypass User Account Control (UAC) by masquerading as a Microsoft trusted Windows directory.
Attackers may bypass UAC to stealthily execute code with elevated permissions.
","process where event.type == ""start"" and
  process.args : (""C:\\Windows \\system32\\*.exe"", ""C:\\Windows \\SysWOW64\\*.exe"")
",high,['T1548'],"{'uac', 'permission', 'stop', 'page'}",278.0,"['uac', 'microsoft', 'permissions', 'attackers', 'windows']"
e497,UAC Bypass via Windows Firewall Snap-In Hijack,"Identifies attempts to bypass User Account Control (UAC) by hijacking the Microsoft Management Console (MMC) Windows
Firewall snap-in. Attackers bypass UAC to stealthily execute code with elevated permissions.
","process where event.type == ""start"" and
 process.parent.name == ""mmc.exe"" and
 /* process.Ext.token.integrity_level_name == ""high"" can be added in future for tuning */
 /* args of the Windows Firewall SnapIn */
  process.parent.args == ""WF.msc"" and process.name != ""WerFault.exe""
",medium,['T1548'],"{'uac', 'stop', 'page'}",278.0,"['uac', 'mmc', 'microsoft', 'attackers', 'firewall']"
e499,Unusual Parent-Child Relationship,"Identifies Windows programs run from unexpected parent processes. This could indicate masquerading or other strange
activity on a system.
","process where event.type == ""start"" and
process.parent.name != null and
 (
   /* suspicious parent processes */
   (process.name:""autochk.exe"" and not process.parent.name:""smss.exe"") or
   (process.name:(""fontdrvhost.exe"", ""dwm.exe"") and not process.parent.name:(""wininit.exe"", ""winlogon.exe"")) or
   (process.name:(""consent.exe"", ""RuntimeBroker.exe"", ""TiWorker.exe"") and not process.parent.name:""svchost.exe"") or
   (process.name:""SearchIndexer.exe"" and not process.parent.name:""services.exe"") or
   (process.name:""SearchProtocolHost.exe"" and not process.parent.name:(""SearchIndexer.exe"", ""dllhost.exe"")) or
   (process.name:""dllhost.exe"" and not process.parent.name:(""services.exe"", ""svchost.exe"")) or
   (process.name:""smss.exe"" and not process.parent.name:(""System"", ""smss.exe"")) or
   (process.name:""csrss.exe"" and not process.parent.name:(""smss.exe"", ""svchost.exe"")) or
   (process.name:""wininit.exe"" and not process.parent.name:""smss.exe"") or
   (process.name:""winlogon.exe"" and not process.parent.name:""smss.exe"") or
   (process.name:(""lsass.exe"", ""LsaIso.exe"") and not process.parent.name:""wininit.exe"") or
   (process.name:""LogonUI.exe"" and not process.parent.name:(""wininit.exe"", ""winlogon.exe"")) or
   (process.name:""services.exe"" and not process.parent.name:""wininit.exe"") or
   (process.name:""svchost.exe"" and not process.parent.name:(""MsMpEng.exe"", ""services.exe"")) or
   (process.name:""spoolsv.exe"" and not process.parent.name:""services.exe"") or
   (process.name:""taskhost.exe"" and not process.parent.name:(""services.exe"", ""svchost.exe"")) or
   (process.name:""taskhostw.exe"" and not process.parent.name:(""services.exe"", ""svchost.exe"")) or
   (process.name:""userinit.exe"" and not process.parent.name:(""dwm.exe"", ""winlogon.exe"")) or
   (process.name:(""wmiprvse.exe"", ""wsmprovhost.exe"", ""winrshost.exe"") and not process.parent.name:""svchost.exe"") or
   /* suspicious child processes */
   (process.parent.name:(""SearchProtocolHost.exe"", ""taskhost.exe"", ""csrss.exe"") and not process.name:(""werfault.exe"", ""wermgr.exe"", ""WerFaultSecure.exe"")) or
   (process.parent.name:""autochk.exe"" and not process.name:(""chkdsk.exe"", ""doskey.exe"", ""WerFault.exe"")) or
   (process.parent.name:""smss.exe"" and not process.name:(""autochk.exe"", ""smss.exe"", ""csrss.exe"", ""wininit.exe"", ""winlogon.exe"", ""setupcl.exe"", ""WerFault.exe"")) or
   (process.parent.name:""wermgr.exe"" and not process.name:(""WerFaultSecure.exe"", ""wermgr.exe"", ""WerFault.exe"")) or
   (process.parent.name:""conhost.exe"" and not process.name:(""mscorsvw.exe"", ""wermgr.exe"", ""WerFault.exe"", ""WerFaultSecure.exe""))
  )
",medium,['T1055'],{'stop'},60.0,"['processes', 'windows', 'programs', 'unexpected', 'activity']"
e500,Unusual Print Spooler Child Process,"Detects unusual Print Spooler service (spoolsv.exe) child processes. This may indicate an attempt to exploit privilege
escalation vulnerabilities related to the Printing Service on Windows.
","process where event.type == ""start"" and
 process.parent.name : ""spoolsv.exe"" and
 (?process.Ext.token.integrity_level_name : ""System"" or
 ?winlog.event_data.IntegrityLevel : ""System"") and

 /* exclusions for FP control below */
 not process.name : (""splwow64.exe"", ""PDFCreator.exe"", ""acrodist.exe"", ""spoolsv.exe"", ""msiexec.exe"", ""route.exe"", ""WerFault.exe"") and
 not process.command_line : ""*\\WINDOWS\\system32\\spool\\DRIVERS*"" and
 not (process.name : ""net.exe"" and process.command_line : (""*stop*"", ""*start*"")) and
 not (process.name : (""cmd.exe"", ""powershell.exe"") and process.command_line : (""*.spl*"", ""*\\program files*"", ""*route add*"")) and
 not (process.name : ""netsh.exe"" and process.command_line : (""*add portopening*"", ""*rule name*"")) and
 not (process.name : ""regsvr32.exe"" and process.command_line : ""*PrintConfig.dll*"")
",medium,['T1068'],"{'netsh', 'net.exe', 'exe', 'stop', 'winlog', 'route', 'cve-2021-34527'}",,"['spoolsv', 'printing', 'print', 'spooler', 'exe']"
